AF3,AF4,F5,F3,F1,Fz,F2,F4,F6,FC5,FC3,FC1,FCz,FC2,FC4,FC6,CFC7,CFC5,CFC3,CFC1,CFC2,CFC4,CFC6,CFC8,T7,C5,C3,C1,Cz,C2,C4,C6,T8,CCP7,CCP5,CCP3,CCP1,CCP2,CCP4,CCP6,CCP8,CP5,CP3,CP1,CPz,CP2,CP4,CP6,P5,P3,P1,Pz,P2,P4,P6,PO1,PO2,O1,O2
48.160821960673466,0.3930503295583545,104.8256149031242,49.86968891110254,13.657644734728015,-5.171352825580147,2.8583383975755177,6.760994724977881,13.832289893281331,121.80577217531771,46.74226077180961,-29.602990599129704,-42.542711800462214,-31.73860915091627,9.791929058394082,33.356815187351536,149.04324390738608,71.87434194552945,-16.685861101277453,-48.746572786875056,-51.81139507426318,-16.900992729009108,11.983560452137693,60.357168400080454,162.6839096434299,115.98815275977798,35.31811482941605,-42.64517684599146,-58.71005491048145,-56.44234613158294,-8.205992590445819,44.16049657227698,91.88780707522525,168.16694926169535,73.92927910311673,-6.034319246776519,-50.8093810424938,-54.48376662257161,-33.76828347350797,17.93620213432436,74.12050266878492,122.38851649477546,18.79357132458447,-28.46638829336392,-56.86576622161118,-46.53397019673471,-19.82669556315563,49.12956808471367,100.39528138037929,39.72218545417594,-11.043197312544391,-20.871374228752575,-43.247741245808356,7.417183310144454,51.13866283620787,43.10085596086362,32.82424403440157,82.23983986966226,90.35727093309859
43.55043089954875,40.20388816959764,91.80048192467802,64.8097029365049,51.05122025455364,64.97108534465414,91.52137139599678,99.64271905313275,78.52407576454857,113.60425191597133,73.37970831220457,39.014933933798076,32.38678930684847,77.92876268619545,120.60075023073112,99.93367804938626,111.96763876554192,82.12647075557103,38.927286911763815,25.389667330007317,31.14720921326918,80.7873511309614,90.49977047842269,94.17716874370727,96.85834713217403,87.85143340227185,65.83902324273019,27.915132581345414,15.862312946877497,33.810065237000174,66.3863155007857,81.78638098995306,98.11902093470556,110.25289272957706,96.78255191207802,44.311264891342645,28.450756521073888,23.356099768299387,39.07902157327634,67.3903797719185,85.08470574708883,101.00946081219953,50.42763331981544,34.84312023809588,23.324863891119875,26.409109822443213,34.71669120205177,67.98926268570096,78.66084746764028,44.46538773621935,29.615144012931523,25.25138291279265,8.107264797157978,43.106688924433996,36.5028978113398,15.363287260993788,19.1353725275408,-5.1671161869825575,-10.57652578738972
-30.073009159662238,8.309603918423518,12.829671100193382,11.424749117639537,25.284098069067912,52.73660934658217,85.18941251710817,94.52225768576662,59.14194155848945,44.9616770791561,45.31192138656756,54.15020456824564,46.4993037589011,105.21297472586247,138.7837660519902,89.376343137643,37.253360345500695,49.49104330653782,59.485987722045905,51.30511595486506,63.23686209281796,108.29685357272736,105.53095608527661,64.5329825039727,2.4094971863141876,37.013680471693434,56.316006439785674,51.38061052461546,48.69595569802524,78.33325337789529,99.81961011380022,75.11236558510211,43.650469076942315,30.499445493778452,72.20885037571264,60.021365259683265,62.82533387697573,67.20667857019544,85.74164932872209,88.9117904454606,56.75218683686076,60.23018717272934,54.48940580597814,55.21468032921242,66.19328097320371,77.82409229807084,80.65293780868937,78.67696711940368,43.82281722526537,35.686316621014285,38.19534513623515,44.03345668218987,47.87288530508336,77.13994862187455,49.85069521955457,-28.843538645738462,4.769483134187993,-95.32863811634407,-77.65281876214563
-103.75906937098365,-48.09659152994304,-55.33623977692573,-52.10135701415605,-42.00855341584246,-34.729611294429716,-2.768564286297125,11.441355930043981,-11.028502315695992,-18.43199619984749,-1.9814229371050986,5.358442231711225,-13.690839306676839,22.267567797998655,58.450974023485315,18.63835840961648,-18.81671541288705,5.898309718179375,28.566027895641533,6.287819228156181,17.1852504172273,44.07091117152616,43.7993109177776,-4.244920637182242,-52.42725167946752,-0.3061110819805153,14.683849427845331,13.838722832356634,20.240422354468105,42.313023312810195,55.996721034245425,25.44607234122539,-25.738345718069922,-9.94255877779041,24.947068348062245,23.872379107136304,31.837937211815948,43.1619337376672,57.46581514410696,58.76245523478983,8.198117242955743,27.279422300083247,32.11789370764758,25.56110779876446,40.739758315013546,57.26141814782625,72.03899900359593,54.67158277622134,23.072440938044572,22.455116749336717,16.53369817748112,25.56445128060086,52.03206537064244,75.19935654078358,66.00945989670046,-40.89356505507361,-0.6723939995246084,-87.48301796904201,-24.448364803313964
-94.5058210154461,-41.283438894697085,-53.04621151566775,-38.79747918422104,-41.29054499007818,-57.486074853470285,-38.62321063393195,-24.710547620215465,-34.75767210165559,-23.120055253303775,-0.5806248633394079,-1.535741319224715,-28.630059251002223,-27.23245526941824,-0.0444773740948996,-27.967443056080235,-21.69962677960443,0.36731960252288953,17.268725231096205,-2.5294722033067805,-7.722175431755656,-1.0444309646180976,-8.972009134913622,-43.580430808257944,-44.25644050891789,-4.420014598854793,8.19069123582679,6.483385723566409,8.613709732746594,18.219172796807634,7.8195202771664665,-13.039052835545498,-46.60048478450956,-13.225931111841888,9.547416624257394,6.495037013978527,14.413871801919026,16.53194934922445,17.430709387525845,20.124476982467918,-12.00259115679901,8.682007217061269,23.57401750606673,8.988866016169517,13.970016307744215,22.817504873581697,35.90814884963676,22.82896264588276,11.474437766886659,16.772958519837758,7.360023832399962,3.036223414143916,40.55353205902896,39.43455636295843,51.25201212926832,-28.43533355371291,-10.613696890466882,-36.01976987334063,27.820440807250023
-26.522393254821477,6.887618255090139,-24.556670364410543,1.4472814708184867,-1.8233903641429534,-18.740911351065,-13.191041624954119,1.0223046507448394,-12.656928806794348,-38.36732596753261,-2.665270790405785,6.973525596251774,-4.651672523701482,-12.91634068749784,-2.719187726316462,-35.17678751168138,-45.550905777105214,-28.449010158567646,-2.4416224424669437,-1.3062643453522615,-10.928357531299548,-6.820051281690462,-27.1202598203853,-58.182503497054796,-68.0291442526478,-46.599267647236815,-19.718279586746,-8.250703790578138,-7.729156157458281,0.9639642580583371,-21.98769663068292,-43.81110155357361,-52.92180305487876,-74.13116071858045,-47.686072195990185,-31.41829319322946,-20.56403503267294,-18.79284189037803,-21.791154205255204,-29.83284656331201,-38.577214536266666,-61.327116433272835,-36.17824378717952,-41.95830964078402,-33.22325463043312,-25.460964942882626,-41.66201154439174,-35.29516700398332,-66.03304473501156,-56.36547097951863,-60.18150233593972,-64.63817540538635,-35.66398048083224,-62.23547160667105,-50.21049002232441,-90.04920860770943,-92.15802750851691,-92.23063043289713,-83.94139636860118
33.14502210430386,25.839802713288645,-7.4077596413791955,2.025329819210241,-5.6647303564747284,-10.238582401070465,-15.530769733925123,-0.7228248368395285,-11.584811239399562,-78.10214215033002,-51.56377394649417,-32.6235573143428,-16.129308709053248,-22.476266474170842,-36.41128895772018,-53.06095159625058,-87.70806047544622,-85.23850212036898,-64.37591090577352,-41.68269251999789,-36.19633499796821,-42.46440613820062,-58.459822653434784,-77.94290317582883,-100.31030839543081,-105.13026928470066,-85.76146146895864,-60.53211560637295,-45.74378969039796,-48.0485322032424,-65.69772999736315,-82.62966979367746,-82.67441561420054,-139.6001599700022,-119.84865722181567,-95.92528526473163,-76.97109785056006,-64.2861604841299,-72.27927868139537,-91.35019191354259,-93.11730282759616,-130.0239574455751,-117.29524758486332,-107.19656676205504,-84.45863392141142,-85.497328492702,-119.40084545837983,-108.59735042051,-141.12393093954353,-134.01557654386727,-137.38540670861101,-129.46219891359362,-122.293646545894,-159.32346286411214,-160.57089000595857,-153.73584089775557,-172.8508572701415,-168.23501067518015,-216.68250847524845
58.064187142575776,20.774072381516632,1.0421235316888597,-9.096175548135431,-20.524318074758234,-17.29577351573689,-40.405931210148125,-41.04240429256495,-28.07393326737282,-68.3081777099157,-71.71090818833154,-57.2525671550856,-31.796236954247924,-50.99575704018443,-112.70019647789098,-81.16774014158239,-58.86034365878542,-76.18459163195895,-81.95515135902889,-52.493557255229355,-41.69056420731869,-88.22879643127257,-95.43346118667228,-82.64450773003551,-43.11608595568844,-72.26496704912776,-82.0648679401818,-63.66120843110806,-45.718758692600005,-79.13060933790982,-99.24834391560493,-95.78027080321178,-94.43727601292159,-81.79801628456889,-79.23709941078303,-78.09476980342212,-70.66858331678532,-68.92779808480498,-93.32868406601705,-115.24488394754545,-117.42505025513556,-83.68857009390248,-85.64675283975714,-82.22471995076698,-71.76032234807077,-98.06742125954565,-121.98258439806565,-132.81923748246123,-94.49245422279583,-85.38068613815761,-91.16112118224109,-97.90471748982972,-115.09089869994318,-155.97418576892193,-177.48353772690098,-96.38696884266639,-146.29580060821803,-122.3487802031358,-216.75324886485623
53.00568901016344,11.24143800742982,-4.241578113127762,-2.5820457700729884,-2.1373991220765296,-1.5031002293649625,-36.277956251259624,-64.26395077206115,-33.99002091642953,-29.686308076875143,-24.619183584047292,-22.58792774953404,-9.420308612617134,-41.131677490788746,-134.62567312729368,-77.36884044694574,-12.488797604241475,-18.411832323031735,-19.225972512045175,-10.24334622447248,-8.021560979173747,-76.92488061845698,-85.97252489351695,-58.27675455422977,9.943530497510821,-5.482781808845861,-16.193059264664935,-10.060485545519905,-8.703198691343308,-55.76595889914449,-78.16684552375222,-68.20881467823882,-65.97560970174689,5.697935651745045,0.21743336039503314,-2.866624520575227,-16.177796704137617,-35.13163427866593,-63.996537008303534,-83.55444178499117,-84.83875314459183,-11.928167120644645,0.6612443296111126,-8.039602949530178,-26.009745107962694,-55.47161329326432,-69.5145716508881,-98.1977839066314,-23.141812617632887,-3.4573942749960356,4.989416323598909,-18.588563103817794,-47.640548895381485,-84.6986444863491,-118.3471530608217,4.937785281743077,-50.776814921954625,-36.869790490419035,-129.20740142706063
39.03821161030224,-0.3342373235334215,-14.62693832499475,7.031773132609333,19.188083781821835,12.936023107026529,-11.843282145257263,-46.14064530651486,-25.30661171143901,-30.70809952367474,14.396775010395476,9.508755998924983,12.412488445552313,-8.636063374229058,-62.4639608885037,-31.16309948255072,-45.67252595433283,-10.247470733894176,22.125182882295448,12.404792166470216,11.919148871483102,-23.681996311672705,-28.51230853450299,-13.651898348457518,-42.64804749859733,-23.105239915523857,-1.3996580269190915,14.40153808523701,6.26755238459471,-12.686056653638138,-18.99566700452589,-19.862793421777802,-16.724811116784426,-22.900718684294482,-11.795969126176688,8.84317928807372,6.848625266485044,-5.3750960780151775,-15.16230408103419,-24.67489126454712,-23.184712065587856,-38.57581186620073,1.5518125989677927,15.433010033514428,-2.1721074767989546,-4.071115201097189,-15.336729477636291,-39.5477451703628,-36.06269580326686,-7.166209326856343,26.7851810483713,26.95645506112755,12.262178573176614,-12.17587216587936,-34.200836450820326,53.5684524112052,37.10619132513163,11.511450275066128,-0.008703602298537838
23.101029602053273,14.13213020049266,-26.69100565848764,3.591489716267735,16.492470948523327,13.577270202244703,6.926544311923854,-0.9735190057810872,13.589450978431248,-46.99746380521573,0.9313258411969622,9.739015317407855,12.968046049762044,6.821928249117681,28.99791647663853,36.42584907800588,-83.1769559275998,-32.53631325209479,3.2781314245355713,9.395173621637444,7.463773773186615,21.67815338294648,37.15455545942042,54.867011373025335,-76.84813053061919,-55.65969456261176,-18.839132465170028,10.787841740491894,4.547109298550783,20.832400668941787,38.390459628258704,45.08698084712398,63.43996164820457,-66.89357565069619,-36.30176778233525,-2.4275571854313824,13.530584212421438,20.843074541603293,35.17954659117507,44.21340440568139,57.899355017555195,-59.007914175629374,-15.793529070849255,22.236872981512484,24.39033512054669,43.464048613846316,44.427776850507485,38.51846981180263,-22.13463309695127,1.1970228457848862,38.80337402424968,65.09168620845321,69.20751346716528,60.751943324982186,58.41069679368546,97.57606676356087,111.65452254387148,110.5423497913061,148.53425859799205
-16.441625766666235,29.43117083657979,-60.91622072783741,-27.143429480770436,-11.554340854223836,3.3139199586444565,8.14416115852515,26.138914511542914,50.13226791747064,-41.06517931093678,-33.78025238085547,-2.596132949634101,5.713625206968862,5.493160590409304,65.28650312108903,85.25617005505852,-43.32582433440474,-22.023541117966065,-14.744189518378366,10.076558065773227,2.0456068629852586,41.85405340310475,75.3920161244447,118.19646276134294,-5.3930685665276386,-15.262100340432877,-1.6941423815400514,14.121007807583952,11.995656387718775,37.660716749672225,69.09676132375267,103.60298011573002,148.62774088336857,-2.2804729251953897,2.8291943848462493,28.38988999019137,34.496201384267934,44.56126883758779,72.4253615623508,97.10050376250817,131.10834478205277,18.333304641248958,31.7392655071996,53.44958227369552,58.88095207144747,77.7051319011797,99.9815937459829,112.8476424747848,77.7287188591551,74.32064677139817,94.21552751525779,109.56244876606362,108.09222604223265,125.15790820473066,136.3625130492184,154.1993805545717,167.60151970255484,252.1571000827505,250.1357138662874
-56.40834474304332,-7.035301876694184,-73.523376785893,-63.88764773899297,-47.80550166898081,-18.868545853742244,-1.5157693598727733,17.967321516488532,33.35617407621514,-11.553232283637257,-52.32014771857256,-29.302368082942095,-16.478112083004447,5.190460757535032,59.77318629364551,86.19041706218977,24.863272981549116,5.330414743255904,-22.216642008496343,-6.882757623501676,-8.334388250856314,37.03952506018057,75.11178761003347,123.5447185831382,75.15902058514682,39.89236325941908,15.13079659169005,1.4582292355437592,6.734100353788459,33.72673452194565,62.723176601266054,108.34323214461119,153.77789447728006,79.89889322609461,38.651797779756414,40.52236801314733,36.234809582173256,39.00813638909145,67.63064508214737,94.96341473592548,137.747942731327,88.4807167246444,64.47278134516971,64.05050335368242,61.45081853973883,70.81870138677922,106.2125337842102,125.70527645517467,134.14948328443097,106.74495019313697,113.50544827890336,107.44742187237122,96.01060429168079,135.42067333640773,157.12068270045853,150.09002147409865,163.77701044992563,270.48435660354164,254.9986718831227
-47.07975114614035,-49.95292999976315,-3.3711328095400597,-49.61129935718111,-51.85509484151105,-34.33222449997078,-8.713351195954594,3.5210779562149934,1.3536590108555848,53.708718748670094,-26.309881661425692,-47.07127358980363,-40.82000935246977,-2.861612809033637,40.14246323255948,52.36077974165426,85.17864527777682,35.36841048575751,-24.93520759158794,-28.57778520624631,-22.10831621703406,14.414980822591708,46.89056171717043,74.33697675896636,112.04306511202944,71.1442551786497,18.40137825282234,-13.134388196287313,-9.196659584752194,17.222318986778937,32.34075561561829,60.92988319992311,76.85897957710624,97.24102443446536,47.98325806823082,25.956685081856584,19.260293479847686,15.864452412018542,30.72702487258245,47.999557282046595,76.8870211194031,90.19198350094516,49.61055174208859,46.54287421883536,40.682563545571,37.17353830368851,66.17359308624836,76.71946703333253,98.66996332488742,75.70136304293717,69.77387505397097,58.89240483961258,54.321236751325046,86.45701671783299,106.3104963189399,74.59301931911395,94.03351377784074,131.66548695350616,159.69641477363135
